planet name,is_berger,rocky planet name,rocky period,rocky per err,rocky rad,rocky rad err,rocky planet mass,rocky planet mass err,env planet name,env period,env per err,env rad,env rad err,env planet mass,env planet mass err,env mass flag,planet reference,star mass,star mass err,star age,star age err,star rad,star rad err,star temp,star temp err,star met,star met err,PEprob,CPMLprob,PRVprob,PE min mass,CPML min mass,PRV min mass
Kepler-251,1,Kepler-251 b,4.790936,3.70E-05,1.274416624,0.31758367,,,Kepler-251 d,30.133001,0.000161,2.654236148,0.654631708,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.895889487,0.04204445,3.205,3.8715,0.852611644,0.028688214,5508.437279,104.8502869,-0.061496649,0.13430115,0,0,0,1.715950379,3.776716639,1.387952662
Kepler-251,1,Kepler-251 b,4.790936,3.70E-05,1.274416624,0.31758367,,,Kepler-251 e,99.640161,0.001074,2.654236148,0.654631708,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.895889487,0.04204445,3.205,3.8715,0.852611644,0.028688214,5508.437279,104.8502869,-0.061496649,0.13430115,0,0,0,0.940670105,2.256958816,1
Kepler-252,1,Kepler-252 b,6.668391,3.10E-05,1.515473624,0.174037609,,,Kepler-252 c,10.848463,1.50E-05,2.64899858,0.22673648,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.693926246,0.038485105,7.985,7.8385,0.677497055,0.017860389,4409.668345,86.3207262,0.029063828,0.149119004,0,0,0,4.537734769,8.513625998,4.207384956
Kepler-26,1,Kepler-26 d,3.543919,1.50E-05,1.146614663,0.092646361,,,Kepler-26 c,17.2559,0.0006,3.257671523,0.208552122,6.2,0.65,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.588375393,0.014404976,12.423,9.3205,0.610674832,0.015133959,3961.211671,19.88998154,-0.118982907,0.120119832,0.915273,0.884226,1,1.485048469,3.92572873,1.167238385
Kepler-26,1,Kepler-26 d,3.543919,1.50E-05,1.146614663,0.092646361,,,Kepler-26 b,12.28,0.0003,3.329531888,0.203011081,5.12,0.63,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.588375393,0.014404976,12.423,9.3205,0.610674832,0.015133959,3961.211671,19.88998154,-0.118982907,0.120119832,0.912043,0.668798,1,1.813283064,4.365738986,1.279393794
Kepler-26,1,Kepler-26 d,3.543919,1.50E-05,1.146614663,0.092646361,,,Kepler-26 e,46.827915,0.000173,2.582561979,0.220020786,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.588375393,0.014404976,12.423,9.3205,0.610674832,0.015133959,3961.211671,19.88998154,-0.118982907,0.120119832,0,0,0,0.614442261,2.101468378,0.938499981
Kepler-265,1,Kepler-265 b,6.846262,6.30E-05,1.667927423,0.53760038,,,Kepler-265 d,43.130617,0.000658,2.232870586,0.678684687,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.993862507,0.058560588,2.912,3.1125,0.986184929,0.039889898,5941.656513,129.6398521,-0.144108548,0.132645139,0,0,0,4.053942425,9.468993007,2.788901244
Kepler-265,1,Kepler-265 b,6.846262,6.30E-05,1.667927423,0.53760038,,,Kepler-265 e,67.831024,0.001396,2.322544174,0.698502352,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.993862507,0.058560588,2.912,3.1125,0.986184929,0.039889898,5941.656513,129.6398521,-0.144108548,0.132645139,0,0,0,2.899589844,7.528042469,1.953401881
Kepler-265,1,Kepler-265 b,6.846262,6.30E-05,1.667927423,0.53760038,,,Kepler-265 c,17.028937,0.000136,2.358413523,0.703932369,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.993862507,0.058560588,2.912,3.1125,0.986184929,0.039889898,5941.656513,129.6398521,-0.144108548,0.132645139,0,0,0,11.00226164,15.71420385,6.320440055
Kepler-286,1,Kepler-286 b,1.796302,9.00E-06,1.282914452,0.370166403,,,Kepler-286 e,29.221289,0.00037,1.831257029,0.583777017,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.873636963,0.066995417,6.205,5.724,0.889561421,0.05285094,5743.594317,149.5691109,-0.325553478,0.138595211,0,0,0,0.837926194,2.03598178,1.269173657
Kepler-286,1,Kepler-286 c,3.468095,2.30E-05,1.417413573,0.40451121,,,Kepler-286 e,29.221289,0.00037,1.831257029,0.583777017,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.873636963,0.066995417,6.205,5.724,0.889561421,0.05285094,5743.594317,149.5691109,-0.325553478,0.138595211,0,0,0,1.714941917,3.985531803,2.214476899
Kepler-286,1,Kepler-286 d,5.914323,5.40E-05,1.376029295,0.398376602,,,Kepler-286 e,29.221289,0.00037,1.831257029,0.583777017,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.873636963,0.066995417,6.205,5.724,0.889561421,0.05285094,5743.594317,149.5691109,-0.325553478,0.138595211,0,0,0,2.153402915,4.391516738,2.68497385
Kepler-292,1,Kepler-292 b,2.580827,2.00E-05,1.282261803,0.181059137,,,Kepler-292 d,7.055679,4.30E-05,2.166245397,0.287037556,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.851799836,0.040923221,4.311,5.0735,0.806087787,0.032007077,5480.102963,118.963933,-0.222794495,0.13396064,0,0,0,1.695304896,3.383494734,1.985915023
Kepler-292,1,Kepler-292 b,2.580827,2.00E-05,1.282261803,0.181059137,,,Kepler-292 f,20.834237,0.000184,2.282814644,0.30158698,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.851799836,0.040923221,4.311,5.0735,0.806087787,0.032007077,5480.102963,118.963933,-0.222794495,0.13396064,0,0,0,0.937949715,2.506328981,1.480917308
Kepler-292,1,Kepler-292 b,2.580827,2.00E-05,1.282261803,0.181059137,,,Kepler-292 e,11.97901,0.000101,2.593666028,0.417193272,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.851799836,0.040923221,4.311,5.0735,0.806087787,0.032007077,5480.102963,118.963933,-0.222794495,0.13396064,0,0,0,1.534419657,3.410620966,1.677667305
Kepler-292,1,Kepler-292 c,3.715335,3.30E-05,1.427973383,0.197358842,,,Kepler-292 d,7.055679,4.30E-05,2.166245397,0.287037556,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.851799836,0.040923221,4.311,5.0735,0.806087787,0.032007077,5480.102963,118.963933,-0.222794495,0.13396064,0,0,0,3.124286959,5.227640981,3.205229234
Kepler-292,1,Kepler-292 c,3.715335,3.30E-05,1.427973383,0.197358842,,,Kepler-292 f,20.834237,0.000184,2.282814644,0.30158698,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.851799836,0.040923221,4.311,5.0735,0.806087787,0.032007077,5480.102963,118.963933,-0.222794495,0.13396064,0,0,0,1.617118733,3.860072559,2.27747682
Kepler-292,1,Kepler-292 c,3.715335,3.30E-05,1.427973383,0.197358842,,,Kepler-292 e,11.97901,0.000101,2.593666028,0.417193272,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.851799836,0.040923221,4.311,5.0735,0.806087787,0.032007077,5480.102963,118.963933,-0.222794495,0.13396064,0,0,0,2.686425654,5.383023422,2.696946206
Kepler-296,,Kepler-296 e,34.14211,0.00025,1.53,0.26,,,Kepler-296 b,10.864384,4.85E-05,1.61,0.28,,,,<a refstr=BARCLAY_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809....7B/abstract target=ref>Barclay et al. 2015</a>,0.4575,0.04816,4.37,4.145,0.4613,0.04632,3552,115,-0.08,0.29,0,0,0,20,20,20
Kepler-296,,Kepler-296 e,34.14211,0.00025,1.53,0.26,,,Kepler-296 f,63.33627,0.00061,1.8,0.305,,,,<a refstr=BARCLAY_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809....7B/abstract target=ref>Barclay et al. 2015</a>,0.4575,0.04816,4.37,4.145,0.4613,0.04632,3552,115,-0.08,0.29,0,0,0,4.824255093,6.443316381,4.498170646
Kepler-296,,Kepler-296 e,34.14211,0.00025,1.53,0.26,,,Kepler-296 c,5.8416366,1.00E-05,2,0.325,,,,<a refstr=BARCLAY_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809....7B/abstract target=ref>Barclay et al. 2015</a>,0.4575,0.04816,4.37,4.145,0.4613,0.04632,3552,115,-0.08,0.29,0,0,0,20,20,13.27727823
Kepler-296,,Kepler-296 e,34.14211,0.00025,1.53,0.26,,,Kepler-296 d,19.850291,5.90E-05,2.09,0.325,,,,<a refstr=BARCLAY_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809....7B/abstract target=ref>Barclay et al. 2015</a>,0.4575,0.04816,4.37,4.145,0.4613,0.04632,3552,115,-0.08,0.29,0,0,0,20,10.34248067,6.194272909
Kepler-299,1,Kepler-299 b,2.927128,3.30E-05,1.255251931,0.367748153,,,Kepler-299 c,6.885875,4.00E-05,2.520013226,0.798925781,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.951462981,0.069584704,6.72,5.713,0.979254645,0.048199849,5585.763527,144.1026722,0.043514646,0.139675715,0,0,0,3.034660939,5.05309266,2.113064532
Kepler-299,1,Kepler-299 d,15.054786,0.000189,1.768763983,0.51788884,,,Kepler-299 c,6.885875,4.00E-05,2.520013226,0.798925781,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.951462981,0.069584704,6.72,5.713,0.979254645,0.048199849,5585.763527,144.1026722,0.043514646,0.139675715,0,0,0,20,20,15.94661501
Kepler-299,1,Kepler-299 e,38.285489,0.001428,1.77827356,0.525980899,,,Kepler-299 c,6.885875,4.00E-05,2.520013226,0.798925781,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.951462981,0.069584704,6.72,5.713,0.979254645,0.048199849,5585.763527,144.1026722,0.043514646,0.139675715,0,0,0,20,20,20
Kepler-304,1,Kepler-304 e,1.49914695,2.80E-06,1.1322626,0.051369985,,,Kepler-304 c,5.315946,7.00E-06,2.225855846,0.211850233,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.73629791,0.040045372,9.279,9.4075,0.707600034,0.021460593,4640.888601,86.95511852,0.028692306,0.146524582,0,0,0,0.82425314,2.141819828,1.235679253
Kepler-304,1,Kepler-304 e,1.49914695,2.80E-06,1.1322626,0.051369985,,,Kepler-304 d,9.653471,1.50E-05,2.820784976,0.283651998,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.73629791,0.040045372,9.279,9.4075,0.707600034,0.021460593,4640.888601,86.95511852,0.028692306,0.146524582,0,0,0,0.822339764,2.401094916,1.085496519
Kepler-304,1,Kepler-304 e,1.49914695,2.80E-06,1.1322626,0.051369985,,,Kepler-304 b,3.295709,2.00E-06,2.933616449,0.288509385,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.73629791,0.040045372,9.279,9.4075,0.707600034,0.021460593,4640.888601,86.95511852,0.028692306,0.146524582,0,0,0,1.604482816,3.553052982,1.389904774
Kepler-305,1,Kepler-305 e,3.20538,1.40E-05,1.68108,0.09232,,,Kepler-305 c,8.291,3.10E-05,3.213322261,0.802023006,6,2.3,0,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,0.795741844,0.041446213,8.089,7.976,0.778810487,0.028202047,4959.572482,86.71021594,0.093230609,0.140013107,0.482348,0.082775,0.580556,5.64658491,12.74509133,5.282174505
Kepler-305,1,Kepler-305 e,3.20538,1.40E-05,1.68108,0.09232,,,Kepler-305 b,5.487,1.24E-05,3.505442466,0.876790147,10.5,2.3,0,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,0.795741844,0.041446213,8.089,7.976,0.778810487,0.028202047,4959.572482,86.71021594,0.093230609,0.140013107,0.657927,0.180154,0.91628,8.080157956,16.16552449,6.110396737
Kepler-305,1,Kepler-305 e,3.20538,1.40E-05,1.68108,0.09232,,,Kepler-305 d,16.738661,0.000145,2.672221941,0.448791515,,,,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,0.795741844,0.041446213,8.089,7.976,0.778810487,0.028202047,4959.572482,86.71021594,0.093230609,0.140013107,0,0,0,2.808659339,7.769813256,4.188344436
Kepler-306,1,Kepler-306 b,4.646186,2.50E-05,1.61198444,0.151236089,,,Kepler-306 e,44.840975,0.000439,2.407371467,0.226348938,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.794503737,0.0407295,7.4,7.7095,0.763398342,0.028435782,5028.659585,94.6487829,-0.04852699,0.136331732,0,0,0,1.543379621,5.073884365,2.916539874
Kepler-306,1,Kepler-306 b,4.646186,2.50E-05,1.61198444,0.151236089,,,Kepler-306 c,7.240193,3.20E-05,2.492212762,0.261513722,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.794503737,0.0407295,7.4,7.7095,0.763398342,0.028435782,5028.659585,94.6487829,-0.04852699,0.136331732,0,0,0,5.303091911,9.147612233,5.372517877
Kepler-306,1,Kepler-306 b,4.646186,2.50E-05,1.61198444,0.151236089,,,Kepler-306 d,17.326644,0.000137,2.619474663,0.308999599,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.794503737,0.0407295,7.4,7.7095,0.763398342,0.028435782,5028.659585,94.6487829,-0.04852699,0.136331732,0,0,0,3.073656858,7.531778612,3.917880507
Kepler-312,1,Kepler-312 b,1.772419,1.20E-05,1.343337126,0.371074379,,,Kepler-312 c,19.747412,6.80E-05,3.280241761,0.905772245,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.438074036,0.073659576,1.071,0.701,1.530432203,0.075996447,6936.50731,232.8510429,-0.020572627,0.136524628,0,0,0,0.881730044,2.564128307,1.731492647
Kepler-314,1,Kepler-314 b,2.461069,1.30E-05,0.770855131,0.161342536,,,Kepler-314 c,5.960392,5.00E-06,2.693349365,0.570651374,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.91415404,0.050401806,5.507,5.974,0.882103922,0.03039768,5264.124387,89.96526568,0.2630973,0.115803388,0,0,0,0.37234116,1.026300035,0.58013914
Kepler-319,1,Kepler-319 b,4.362705,9.00E-06,1.57398668,0.309129518,,,Kepler-319 d,31.781925,0.000105,2.211306467,0.453300329,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.93541827,0.04001363,2.641,3.2055,0.868875229,0.025839296,5563.594561,100.8124539,-0.036734374,0.13016439,0,0,0,1.952792472,5.255215103,2.98571407
Kepler-319,1,Kepler-319 b,4.362705,9.00E-06,1.57398668,0.309129518,,,Kepler-319 c,6.941357,7.00E-06,2.539622684,0.498013918,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.93541827,0.04001363,2.641,3.2055,0.868875229,0.025839296,5563.594561,100.8124539,-0.036734374,0.13016439,0,0,0,6.470609323,9.542716679,5.092292028
Kepler-32,1,Kepler-32 f,0.74296,7.00E-05,0.899659413,0.051658689,,,Kepler-32 c,8.7522,0.0003,2.230141643,0.219145625,158.9,,1,<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>,0.558134423,0.014568571,12.888,9.822,0.580845435,0.017103056,3817.800607,19.14769849,-0.04481629,0.137449653,0,0,0,0.134231814,0.717270745,0.663721644
Kepler-32,1,Kepler-32 f,0.74296,7.00E-05,0.899659413,0.051658689,,,Kepler-32 b,5.90124,0.0001,2.46455994,0.140559265,1303,,1,<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>,0.558134423,0.014568571,12.888,9.822,0.580845435,0.017103056,3817.800607,19.14769849,-0.04481629,0.137449653,0,0,0,0.176955133,0.947511008,0.679604161
Kepler-32,1,Kepler-32 f,0.74296,7.00E-05,0.899659413,0.051658689,,,Kepler-32 e,2.896,0.0003,1.640928084,0.095489561,,,,<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>,0.558134423,0.014568571,12.888,9.822,0.580845435,0.017103056,3817.800607,19.14769849,-0.04481629,0.137449653,0,0,0,0.423590001,0.808955454,0.662531015
Kepler-32,1,Kepler-32 f,0.74296,7.00E-05,0.899659413,0.051658689,,,Kepler-32 d,22.7802,0.0005,2.958739054,0.111565797,,,,<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>,0.558134423,0.014568571,12.888,9.822,0.580845435,0.017103056,3817.800607,19.14769849,-0.04481629,0.137449653,0,0,0,20,0.734241133,1
Kepler-321,1,Kepler-321 b,4.915379,1.00E-05,1.469057091,0.402730551,,,Kepler-321 c,13.093921,2.40E-05,1.925543718,0.530409041,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.033296531,0.050882247,2.255,2.582,0.987447063,0.02960906,5835.953337,110.7123355,0.022718965,0.135861131,0,0,0,5.14561413,7.481644386,3.879551163
Kepler-324,1,Kepler-324 b,4.385315,2.50E-05,1.136476434,0.149834935,,,Kepler-324 e,13.97939968,3.90E-05,1.9939,0.248516,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.877694669,0.040518035,4.872,5.4905,0.837213708,0.028108594,5251.097542,91.68741074,0.098509847,0.139388621,0,0,0,1.021984374,2.135304821,1.331856041
Kepler-324,1,Kepler-324 b,4.385315,2.50E-05,1.136476434,0.149834935,,,Kepler-324 c,51.805612,0.000314,3.140263832,0.433387242,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.877694669,0.040518035,4.872,5.4905,0.837213708,0.028108594,5251.097542,91.68741074,0.098509847,0.139388621,0,0,0,0.937012276,2.259250276,1
Kepler-326,1,Kepler-326 c,4.580358,1.00E-05,1.693386333,0.191374253,,,Kepler-326 b,2.248329,4.00E-06,1.838533733,0.251752698,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.831544132,0.068252938,16.5,8.817,0.967429804,0.059349959,5189.348701,151.895463,0.152958718,0.117739027,0,0,0,20,20,20
Kepler-326,1,Kepler-326 d,6.766888,2.30E-05,1.463569616,0.168165618,,,Kepler-326 b,2.248329,4.00E-06,1.838533733,0.251752698,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.831544132,0.068252938,16.5,8.817,0.967429804,0.059349959,5189.348701,151.895463,0.152958718,0.117739027,0,0,0,20,20,8.802140585
Kepler-327,1,Kepler-327 b,2.549575,6.00E-06,1.348943959,0.089990049,,,Kepler-327 d,13.969457,3.10E-05,2.102408148,0.159597662,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.568436101,0.015375295,13.131,9.7765,0.595344674,0.016362726,3857.219496,16.84148565,-0.025822861,0.144420777,0,0,0,1.178347803,3.182592997,1.874698916
Kepler-327,1,Kepler-327 c,5.212333,1.90E-05,1.251722762,0.08652162,,,Kepler-327 d,13.969457,3.10E-05,2.102408148,0.159597662,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.568436101,0.015375295,13.131,9.7765,0.595344674,0.016362726,3857.219496,16.84148565,-0.025822861,0.144420777,0,0,0,1.502725071,3.280522309,1.80467196
Kepler-33,1,Kepler-33 b,5.66793,0.00012,1.473163839,0.110443826,,,Kepler-33 c,13.17562,0.00014,2.691001676,0.173050139,,,,<a refstr=LISSAUER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..112L/abstract target=ref> Lissauer et al. 2012 </a>,1.291842405,0.083624454,2.886,1.458,1.540005434,0.082493299,6270.306026,206.5707222,0.018907054,0.139934413,0,0,0,2.812858605,5.502899259,3.401146435
Kepler-33,1,Kepler-33 b,5.66793,0.00012,1.473163839,0.110443826,,,Kepler-33 e,31.7844,0.00039,3.378030194,0.217647726,,,,<a refstr=LISSAUER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..112L/abstract target=ref> Lissauer et al. 2012 </a>,1.291842405,0.083624454,2.886,1.458,1.540005434,0.082493299,6270.306026,206.5707222,0.018907054,0.139934413,0,0,0,2.246841126,5.300481939,2.610743811
Kepler-33,1,Kepler-33 b,5.66793,0.00012,1.473163839,0.110443826,,,Kepler-33 f,41.02902,0.00042,3.740861881,0.237597396,,,,<a refstr=LISSAUER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..112L/abstract target=ref> Lissauer et al. 2012 </a>,1.291842405,0.083624454,2.886,1.458,1.540005434,0.082493299,6270.306026,206.5707222,0.018907054,0.139934413,0,0,0,2.159552072,5.392939907,2.383149021
Kepler-333,1,Kepler-333 c,24.08821,0.000207,1.408718326,0.28849857,,,Kepler-333 b,12.551158,4.40E-05,1.675232666,0.260435353,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.657208712,0.030548315,8.898,7.778,0.672478686,0.016141686,4236.320644,63.44495743,0.090991542,0.124461224,0,0,0,20,20,9.29681027
Kepler-336,,Kepler-336 b,2.024823,1.70E-05,1.02,0.19,,,Kepler-336 c,9.600001,3.50E-05,2.1,0.37,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.1351,0.37752,4.9,1.79,1.083,0.36387,5911,80,0.12,0.0795,0,0,0,0.531881934,1.317546872,1.014256069
Kepler-336,,Kepler-336 b,2.024823,1.70E-05,1.02,0.19,,,Kepler-336 d,20.678772,0.000102,2.37,0.48,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.1351,0.37752,4.9,1.79,1.083,0.36387,5911,80,0.12,0.0795,0,0,0,0.300268348,0.993543125,0.905024464
Kepler-342,1,Kepler-342 c,26.234138,0.000163,1.778102693,0.452471746,,,Kepler-342 b,15.170318,5.90E-05,2.041189219,0.518283636,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.246301467,0.050680039,1.706,1.3505,1.333274437,0.053053613,6394.469806,157.7632363,0.04213379,0.147357842,0,0,0,20,20,20
Kepler-342,1,Kepler-342 c,26.234138,0.000163,1.778102693,0.452471746,,,Kepler-342 d,39.459357,0.000375,2.258916094,0.597769747,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.246301467,0.050680039,1.706,1.3505,1.333274437,0.053053613,6394.469806,157.7632363,0.04213379,0.147357842,0,0,0,20,17.07182563,9.885259083
Kepler-342,1,Kepler-342 e,1.64422461,6.21E-06,0.940920729,0.048779758,,,Kepler-342 b,15.170318,5.90E-05,2.041189219,0.518283636,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.246301467,0.050680039,1.706,1.3505,1.333274437,0.053053613,6394.469806,157.7632363,0.04213379,0.147357842,0,0,0,0.308358081,0.875542264,0.919722333
Kepler-342,1,Kepler-342 e,1.64422461,6.21E-06,0.940920729,0.048779758,,,Kepler-342 d,39.459357,0.000375,2.258916094,0.597769747,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.246301467,0.050680039,1.706,1.3505,1.333274437,0.053053613,6394.469806,157.7632363,0.04213379,0.147357842,0,0,0,0.134345552,0.541034258,0.779416182
